,TM Number,Period,Date String,Uncertain,Date (Start),Date (End),Provenance,Language
14202,55246,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14203,55247,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14204,55248,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14205,55249,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14206,5525,,BC 161 Feb 1,False,-161,,Tebtynis (Umm el-Baragat),Demotic / Greek
14207,55250,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14208,55251,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14209,55252,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14210,55253,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14211,55254,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14212,55255,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14213,55256,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14214,55257,3rd century AD,AD 200 - 299,False,200,299,Sohag,Demotic / Greek
14215,55258,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14216,55260,Ptolemaic period - Roman period,BC 332 - AD 284,False,-332,284,Wadi Qamar,Demotic?
14217,55261,consulate of C. Iulius AsperII and C. Iulius Camilius Galerius Asper,AD 212,False,212,,Sohag,Demotic / Greek
14218,55263,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14219,55264,Ptolemaic period - Roman period,BC 332 - AD 284,False,-332,284,Wadi Qamar,Demotic?
14220,55265,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14221,55266,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14222,55267,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14223,55268,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14224,55269,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14225,55270,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14226,55271,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14227,55273,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14228,55275,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14229,55277,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14230,5528,,BC 125 Aug 14,False,-125,,Memnoneia - Djeme (Thebes west),Demotic / Greek
14231,55280,,BC 30 - AD 475,False,-30,475,Titis (Qertassi),Demotic?
14232,55281,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14233,55282,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14234,55283,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14235,55284,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14236,55285,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14237,55286,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14238,55287,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14239,55288,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14240,55289,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14241,55290,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14242,55291,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14243,55292,,BC 10 - 1,False,-10,-1,Elephantine (Geziret Assuan),Demotic
14244,55293,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14245,55294,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14246,55295,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14247,55298,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic / Greek
14248,55299,,BC 16 - AD 199,False,-16,199,Elephantine (Geziret Assuan),Demotic
14249,553,,BC 104 Aug 27,False,-104,,Pathyris (Gebelein),Demotic
14250,55300,,BC 16 - AD 199,False,-16,199,Elephantine (Geziret Assuan),Demotic
14251,55301,,BC 16 - AD 199,False,-16,199,Elephantine (Geziret Assuan),Demotic
14252,55302,,BC 16 - AD 199,False,-16,199,Elephantine (Geziret Assuan),Demotic
14253,55303,,BC 16 - AD 199,False,-16,199,Elephantine (Geziret Assuan),Demotic
14254,55304,,BC 16 - AD 199,False,-16,199,Elephantine (Geziret Assuan),Demotic
14255,55305,,AD 230 - 250,False,230,250,Karanog,Demotic
14256,55306,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Pselkis (El-Dakka),Demotic
14257,55307,2nd century AD,AD 100 - 199,False,100,199,Karanog,Demotic / Meroitic cursive
14258,55308,2nd - early 5th century AD,AD 100 - 425,False,100,425,Umm Garayat,Demotic / Greek / Meroitic cursive
14259,55310,3rd century AD,AD 200 - 299,False,200,299,Karanog,Demotic
14260,55311,1st - mid 4th century AD,AD 1 - 350,False,1,350,Karanog,Demotic
14261,55312,1st - mid 4th century AD,AD 1 - 350,False,1,350,Karanog,Demotic
14262,55313,1st - mid 4th century AD,AD 1 - 350,False,1,350,Karanog,Demotic
14263,55314,3rd century AD,AD 200 - 299,False,200,299,Karanog,Demotic
14264,55315,1st - mid 4th century AD,AD 1 - 350,False,1,350,Karanog,Demotic
14265,55316,,AD 56 Apr 10,False,56,,Amouda (Abu Simbel),Demotic
14266,55317,,BC 299 - AD 299,False,-299,299,Naq'a,Demotic
14267,55318,Roman period ?,BC 30 - AD 284?,True,-30,284,Boon (Buhen),Demotic
14268,55319,Roman period ?,BC 30 - AD 284?,True,-30,284,Boon (Buhen),Demotic
14269,55320,late 3rd century BC ?,BC 225 - 200?,True,-225,-200,Patigga (Kawa),Demotic / Hieroglyphic / Meroitic cursive
14270,55321,year 18 of Ptolemaeus X,BC 97 Sep 16 - 96 Sep 15,False,-97,-96,Memphis,Demotic
14271,55322,,BC 164 Apr 6,False,-164,,Memphis,Demotic
14272,55323,,BC 175 Jun 3 - Jul 2,False,-175,,Memphis,Demotic
14273,55324,,BC 117 Sep 21 - 80 Sep 11,False,-117,-80,Memphis,Demotic
14274,55325,year 51 of Ptolemaeus VIII,BC 120 Sep 22 - 119 Sep 21,False,-120,-119,Memphis,Demotic
14275,55327,,BC 123 Sep 23 - Oct 22,False,-123,,Memphis,Demotic
14276,55328,Ptolemaic period,BC 332 - 30,False,-332,-30,Memphis,Demotic
14277,55329,Ptolemaic period,BC 332 - 30,False,-332,-30,Memphis,Demotic
14278,55330,Ptolemaic period,BC 332 - 30,False,-332,-30,Memphis,Demotic
14279,55331,Ptolemaic period,BC 332 - 30,False,-332,-30,Memphis,Demotic
14280,55332,,BC 199 - 30,False,-199,-30,Memphis,Demotic
14281,55333,,BC 199 - 30,False,-199,-30,Memphis,Demotic
14282,55334,,BC 199 - 30,False,-199,-30,Memphis,Demotic
14283,55335,,BC 199 - 30,False,-199,-30,Memphis,Demotic
14284,55336,,BC 199 - 30,False,-199,-30,Memphis,Demotic
14285,55337,,BC 199 - 30,False,-199,-30,Memphis,Demotic
14286,55338,,BC 199 - 30,False,-199,-30,Memphis,Demotic
14287,55339,,BC 199 - 30,False,-199,-30,Memphis,Demotic
14288,55340,,BC 199 - 30,False,-199,-30,Memphis,Demotic
14289,55341,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14290,55345,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14291,55346,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14292,55347,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14293,55348,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14294,55349,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14295,55350,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14296,55351,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14297,55352,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14298,55353,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14299,55354,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14300,55355,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14301,55356,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic / Hieroglyphic
14302,55357,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14303,55358,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14304,55359,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14305,55360,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14306,55361,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14307,55362,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14308,55363,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14309,55364,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14310,55365,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14311,55366,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14312,55367,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14313,55368,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14314,55369,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14315,55370,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14316,55371,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14317,55372,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14318,55373,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14319,55374,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14320,55375,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14321,55376,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14322,55377,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14323,55378,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14324,55379,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14325,55380,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14326,55381,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14327,55382,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14328,55383,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memphis,Demotic
14329,55384,,BC 97 Oct 5,False,-97,,Memphis,Demotic
14330,55385,year 19 of Ptolemaeus I,BC 287 Nov 3 - 286 Nov 2,False,-287,-286,Memphis,Demotic
14331,55386,,BC 110 - 87,False,-110,-87,Memphis,Demotic
14332,55387,,BC 146 - 116,False,-146,-116,Apollonopolis (Edfu),Demotic
14333,55388,,BC 117 Jan 16,False,-117,,Apollonopolis (Edfu),Demotic
14334,55389,,BC 99 - 30?,True,-99,-30,Apollonopolis (Edfu),Demotic
14335,55390,,BC 144 Aug 28,False,-144,,Apollonopolis (Edfu),Demotic
14336,55391,,BC 144 Jul 13,False,-144,,Apollonopolis (Edfu),Demotic
14337,55392,year 26 of Ptolemaeus VIII,BC 145 Sep 28 - 144 Sep 27,False,-145,-144,Apollonopolis (Edfu),Demotic
14338,55395,,BC 112,False,-112,,Apollonopolis (Edfu),Demotic
14339,55396,,BC 130,False,-130,,Egypt,Demotic
14340,55399,2nd - 3rd century AD ?,AD 100 - 299?,True,100,299,Sohag,Demotic
14341,554,,BC 221 Dec 11?,True,-221,,Gurob,Demotic / Greek
14342,55400,2nd - 3rd century AD ?,AD 100 - 299?,True,100,299,Sohag,Demotic
14343,55401,3rd century AD ?,AD 200 - 299?,True,200,299,Sohag,Demotic
14344,55402,second half 2nd century AD,AD 150 - 199,False,150,199,Sohag,Demotic
14345,55403,2nd century AD ?,AD 100 - 199?,True,100,199,Sohag,Demotic
14346,55405,3rd century AD,AD 200 - 299,False,200,299,Sohag,Demotic / Hieratic
14347,55406,2nd century AD ?,AD 100 - 199?,True,100,199,Sohag,Demotic
14348,55408,2nd century AD,AD 100 - 199,False,100,199,Sohag,Demotic
14349,55409,2nd century AD,AD 100 - 199,False,100,199,Sohag,Demotic
14350,55410,late 2nd century AD,AD 175 - 199,False,175,199,Sohag,Demotic
14351,55411,2nd century AD ?,AD 100 - 199?,True,100,199,Sohag,Demotic
14352,55412,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic
14353,55413,2nd - 3rd century AD ?,AD 100 - 299?,True,100,299,Sohag,Demotic
14354,55414,,AD 131 Jun 29,False,131,,Sohag,Demotic
14355,55415,second half 2nd century AD ?,AD 150 - 199?,True,150,199,Sohag,Demotic
14356,55417,2nd century AD,AD 100 - 199,False,100,199,Sohag,Demotic
14357,55421,first half 3rd century AD ?,AD 200 - 250?,True,200,250,Sohag,Demotic
14358,55422,2nd century AD,AD 100 - 199,False,100,199,Sohag,Demotic
14359,55423,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic
14360,55424,2nd century AD ?,AD 100 - 199?,True,100,199,Sohag,Demotic
14361,55425,2nd century AD,AD 100 - 199,False,100,199,Sohag,Demotic
14362,55426,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic
14363,55427,2nd - 3rd century AD ?,AD 100 - 299?,True,100,299,Sohag,Demotic
14364,55430,2nd - 3rd century AD ?,AD 100 - 299?,True,100,299,Sohag,Demotic
14365,55431,2nd century AD,AD 100 - 199,False,100,199,Sohag,Demotic
14366,55432,2nd century AD,AD 100 - 199,False,100,199,Sohag,Demotic
14367,55433,2nd century AD,AD 100 - 199,False,100,199,Sohag,Demotic
14368,55434,,BC 6 May 8,False,-6,,Apollonopolis (Edfu),Demotic
14369,55435,,BC 6 Nov 13,False,-6,,Apollonopolis (Edfu),Demotic
14370,55436,,BC 5 May 28?,True,-5,,Apollonopolis (Edfu),Demotic
14371,55437,,BC 2 Apr 28,False,-2,,Apollonopolis (Edfu),Demotic
14372,55438,,BC 1 Nov 27 - Dec 26,False,-1,,Apollonopolis (Edfu),Demotic
14373,55439,,AD 2 Feb 23,False,2,,Apollonopolis (Edfu),Demotic
14374,55440,,AD 2 Sep 8,False,2,,Apollonopolis (Edfu),Demotic
14375,55441,,AD 2 Oct 11,False,2,,Apollonopolis (Edfu),Demotic
14376,55442,,AD 3 Sep 8,False,3,,Apollonopolis (Edfu),Demotic
14377,55443,year 33 of Augustus,AD 3 Aug 30 - 4 Aug 28?,True,3,4,Apollonopolis (Edfu),Demotic
14378,55444,,AD 7 Jul 25,False,7,,Apollonopolis (Edfu),Demotic
14379,55445,,AD 9 Oct 1,False,9,,Apollonopolis (Edfu),Demotic
14380,55447,,AD 14 Aug 29 - 15 Aug 28,False,14,15,Apollonopolis (Edfu),Demotic
14381,55448,,AD 18 Mar 17,False,18,,Apollonopolis (Edfu),Demotic
14382,55449,,BC 30 - AD 37,False,-30,37,Apollonopolis (Edfu),Demotic
14383,55450,year 5 of Tiberius,AD 18 Aug 29 - 19 Aug 29,False,18,19,Apollonopolis (Edfu),Demotic
14384,55451,year 5 of Tiberius,AD 18 Aug 29 - 19 Aug 29,False,18,19,Apollonopolis (Edfu),Demotic
14385,55453,,AD 20 Apr 24,False,20,,Apollonopolis (Edfu),Demotic
14386,55454,,AD 34 Oct 21,False,34,,Apollonopolis (Edfu),Demotic
14387,55455,,AD 35 Jul 25,False,35,,Apollonopolis (Edfu),Demotic
14388,55456,,AD 36 Aug 20?,True,36,,Apollonopolis (Edfu),Demotic
14389,55457,,AD 39 - 99,False,39,99,Apollonopolis (Edfu),Demotic
14390,55458,year 2 of Tiberius,AD 15 Aug 30 - 16 Aug 28,False,15,16,Apollonopolis (Edfu),Demotic
14391,55459,year 4 of Tiberius,AD 17 Aug 29 - 18 Aug 28,False,17,18,Apollonopolis (Edfu),Demotic
14392,55461,year 6 of Tiberius,AD 19 Aug 30 - 20 Aug 28,False,19,20,Apollonopolis (Edfu),Demotic
14393,55462,,AD 21 Oct 23,False,21,,Apollonopolis (Edfu),Demotic
14394,55464,,AD 2 Jan 14?,True,2,,Apollonopolis (Edfu),Demotic
14395,55466,,AD 11 Oct 3,False,11,,Apollonopolis (Edfu),Demotic
14396,55467,,AD 10 Oct 8,False,10,,Apollonopolis (Edfu),Demotic
14397,55468,,BC 28 Aug 29 - 27 Aug 28?,True,-28,-27,Apollonopolis (Edfu),Demotic
14398,55469,year 28 of Augustus,BC 3 Aug 29 - 2 Aug 29,False,-3,-2,Apollonopolis (Edfu),Demotic
14399,55471,year 34 of Augustus,AD 4 Aug 29 - 5 Aug 28,False,4,5,Apollonopolis (Edfu),Demotic
14400,55472,year 7 of Tiberius ?,AD 20 Aug 29 - 21 Aug 28?,True,20,21,Apollonopolis (Edfu),Demotic
14401,55473,,BC 249 Aug 18,False,-249,,Apollonopolis (Edfu),Demotic
14402,55474,1st century BC - mid 1st century AD,BC 99 - AD 50,False,-99,50,Apollonopolis (Edfu),Demotic
14403,55475,,BC 3 Dec 15,False,-3,,Apollonopolis (Edfu),Demotic
14404,55476,,BC 3 Jun 20,False,-3,,Apollonopolis (Edfu),Demotic
14405,55477,,BC 3 Jun 20,False,-3,,Apollonopolis (Edfu),Demotic
14406,55478,,BC 1 May 1,False,-1,,Apollonopolis (Edfu),Demotic
14407,55479,,BC 1 Oct 1,False,-1,,Apollonopolis (Edfu),Demotic
14408,55480,,AD 2 Jun 30,False,2,,Apollonopolis (Edfu),Demotic
14409,55481,,AD 5 May 18,False,5,,Apollonopolis (Edfu),Demotic
14410,55482,,AD 6 Oct 31,False,6,,Apollonopolis (Edfu),Demotic
14411,55483,,AD 6 Dec 2,False,6,,Apollonopolis (Edfu),Demotic
14412,55484,,AD 6 Nov 27,False,6,,Apollonopolis (Edfu),Demotic
14413,55485,,AD 7 Mar 27,False,7,,Apollonopolis (Edfu),Demotic
14414,55486,,AD 7 May 5,False,7,,Apollonopolis (Edfu),Demotic
14415,55487,,AD 7 Dec 29,False,7,,Apollonopolis (Edfu),Demotic
14416,55488,,BC 8 Jul 8?,True,-8,,Apollonopolis (Edfu),Demotic
14417,55489,,BC 30 - AD 14,False,-30,14,Apollonopolis (Edfu),Demotic
14418,55490,,AD 18 Apr 29?,True,18,,Apollonopolis (Edfu),Demotic
14419,55491,,AD 18 Aug 9?,True,18,,Apollonopolis (Edfu),Demotic
14420,55492,,AD 18 Aug 9?,True,18,,Apollonopolis (Edfu),Demotic
14421,55493,,AD 20 May 21?,True,20,,Apollonopolis (Edfu),Demotic
14422,55494,,AD 21 Apr 21,False,21,,Apollonopolis (Edfu),Demotic
14423,55495,,AD 18 Jul 14?,True,18,,Apollonopolis (Edfu),Demotic
14424,55496,,AD 21 Jun 22?,True,21,,Apollonopolis (Edfu),Demotic
14425,55497,,AD 14 Dec 18,False,14,,Apollonopolis (Edfu),Demotic
14426,55498,,AD 15 Dec 30?,True,15,,Apollonopolis (Edfu),Demotic
14427,55499,,AD 29 Oct 6,False,29,,Apollonopolis (Edfu),Demotic
14428,555,Ptolemaic period,BC 332 - 30,False,-332,-30,Pathyris (Gebelein),Demotic
14429,55500,,AD 37 - 99,False,37,99,Apollonopolis (Edfu),Demotic
14430,55501,,BC 1 May 21,False,-1,,Apollonopolis (Edfu),Demotic
14431,55502,,AD 1 Nov 2,False,1,,Apollonopolis (Edfu),Demotic
14432,55503,,AD 17 Oct 28,False,17,,Apollonopolis (Edfu),Demotic
14433,55504,,AD 7 Feb 23,False,7,,Apollonopolis (Edfu),Demotic
14434,55505,,AD 12 Jan 15,False,12,,Apollonopolis (Edfu),Demotic
14435,55508,2nd - 1st century BC,BC 199 - 1,False,-199,-1,Lower Egypt,Demotic / Hieroglyphic
14436,55509,,BC 205 - 180,False,-205,-180,Memphis,Demotic / Hieroglyphic
14437,55510,,BC 247 Mar 19,False,-247,,Memphis,Demotic / Hieroglyphic
14438,55511,,BC 42 Feb 15,False,-42,,Memphis,Demotic / Hieroglyphic
14439,55512,second half 3rd century BC,BC 250 - 200,False,-250,-200,Memphis,Demotic / Hieroglyphic
14440,55513,late 2nd - mid 1st century BC,BC 125 - 50,False,-125,-50,Memphis,Demotic / Hieroglyphic
14441,55514,,BC 132 Oct 11,False,-132,,Memphis,Demotic / Hieroglyphic
14442,55515,,BC 190,False,-190,,Memphis,Demotic / Hieroglyphic
14443,55516,,BC 33 Jul 26,False,-33,,Memphis,Demotic
14444,55518,,BC 132,False,-132,,Memphis,Demotic / Hieroglyphic
14445,55519,Ptolemaic period ?,BC 332 - 30?,True,-332,-30,Egypt,Demotic
14446,55521,Ptolemaic period,BC 332 - 30,False,-332,-30,Egypt,Demotic
14447,55522,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Egypt,Demotic
14448,55524,Ptolemaic period,BC 332 - 30,False,-332,-30,Egypt,Demotic
14449,55526,Ptolemaic period,BC 332 - 30,False,-332,-30,Egypt,Demotic
14450,55527,Ptolemaic period,BC 332 - 30,False,-332,-30,Egypt,Demotic
14451,55528,Ptolemaic period ?,BC 332 - 30?,True,-332,-30,Egypt,Demotic
14452,55529,Roman period,BC 30 - AD 284,False,-30,284,Egypt,Demotic / Hieroglyphic
14453,55532,,BC 224 Jan 16 - Feb 14?,True,-224,,Memphis,Demotic
14454,55534,Ptolemaic period,BC 332 - 30,False,-332,-30,Panopolis (Akhmim),Demotic / Hieroglyphic
14455,55535,,BC 41 Oct 1,False,-41,,Memphis,Demotic
14456,55536,,BC 200 - 30,False,-200,-30,Memphis,Demotic / Hieroglyphic
14457,55537,1st century BC - 1st century AD,BC 99 - AD 99,False,-99,99,Arsinoites (Fayum),Demotic / Hieroglyphic
14458,55539,,BC 332 - AD 99,False,-332,99,Egypt,Demotic
14459,55540,,BC 76 Apr 28,False,-76,,Memphis,Demotic / Hieroglyphic
14460,55543,4th - 3rd century BC,BC 399 - 200,False,-399,-200,Memphis,Demotic
14461,55544,Ptolemaic period,BC 332 - 30,False,-332,-30,Tebtynis (Umm el-Baragat),Demotic
14462,55547,,BC 258 Aug 1,False,-258,,Elephantine (Geziret Assuan),Demotic
14463,55548,,BC 253 Aug 21,False,-253,,Elephantine (Geziret Assuan),Demotic
14464,55549,,BC 236 Dec 24?,True,-236,,Elephantine (Geziret Assuan),Demotic
14465,55550,,BC 252 Apr 21,False,-252,,Elephantine (Geziret Assuan),Demotic
14466,55551,,BC 250 Jul 31 - Aug 9,False,-250,,Elephantine (Geziret Assuan),Demotic
14467,55552,,BC 227 Apr 17 - May 16?,True,-227,,Elephantine (Geziret Assuan),Demotic
14468,55553,,BC 230 Mar 19 - Apr 17,False,-230,,Elephantine (Geziret Assuan),Demotic
14469,55554,,BC 231 Mar 19 - Apr 17,False,-231,,Elephantine (Geziret Assuan),Demotic
14470,55555,,BC 232 Mar 19 - Apr 17,False,-232,,Elephantine (Geziret Assuan),Demotic
14471,55556,,BC 231 Jul 17 - Aug 15,False,-231,,Elephantine (Geziret Assuan),Demotic
14472,55557,,BC 232 Oct 20 - Nov 18,False,-232,,Elephantine (Geziret Assuan),Demotic
14473,55558,,BC 235 Mar 19?,True,-235,,Elephantine (Geziret Assuan),Demotic
14474,55559,,BC 246 - 222,False,-246,-222,Elephantine (Geziret Assuan),Demotic
14475,55560,,BC 226 Feb 16 - Mar 17,False,-226,,Elephantine (Geziret Assuan),Demotic
14476,55561,,BC 243 Feb 19,False,-243,,Elephantine (Geziret Assuan),Demotic
14477,55562,,BC 237 Nov 18,False,-237,,Elephantine (Geziret Assuan),Demotic
14478,55565,,BC 285 - 222,False,-285,-222,Elephantine (Geziret Assuan),Demotic
14479,55567,,BC 233 Nov 19 - 232 Aug 15?,True,-233,-232,Elephantine (Geziret Assuan),Demotic
14480,55568,,BC 232 Apr 18 - May 17,False,-232,,Elephantine (Geziret Assuan),Demotic
14481,55569,,BC 285 - 222,False,-285,-222,Elephantine (Geziret Assuan),Demotic
14482,55571,year 15 of Ptolemaeus III,BC 233 Oct 20 - 232 Oct 19,False,-233,-232,Elephantine (Geziret Assuan),Demotic
14483,55572,,BC 236 Sep 15,False,-236,,Elephantine (Geziret Assuan),Demotic
14484,55573,,BC 246 - 222,False,-246,-222,Elephantine (Geziret Assuan),Demotic
14485,55574,,BC 236 Aug 24,False,-236,,Elephantine (Geziret Assuan),Demotic
14486,55575,,BC 242 May 21 - Jun 19,False,-242,,Elephantine (Geziret Assuan),Demotic
14487,55576,,BC 241 Feb 4,False,-241,,Elephantine (Geziret Assuan),Demotic
14488,55577,year 30 of Ptolemaeus II,BC 256 Oct 26 - 255 Oct 25,False,-256,-255,Elephantine (Geziret Assuan),Demotic
14489,55578,,BC 234 Jan 16,False,-234,,Elephantine (Geziret Assuan),Demotic
14490,55579,,BC 250 Nov 24 - Dec 23,False,-250,,Elephantine (Geziret Assuan),Demotic
14491,55580,,BC 226 Mar 18 - Apr 16?,True,-226,,Elephantine (Geziret Assuan),Demotic
14492,55581,,BC 259 Dec 15?,True,-259,,Egypt,Demotic
14493,55582,,BC 258 Jan 2?,True,-258,,Egypt,Demotic
14494,55583,,BC 246 - 222,False,-246,-222,Elephantine (Geziret Assuan),Demotic
14495,55585,,BC 256 Apr 6,False,-256,,Egypt,Demotic
14496,55587,,BC 256 May 5,False,-256,,Egypt,Demotic
14497,55588,year 29 of Ptolemaeus II,BC 257 Oct 26 - 256 Oct 25,False,-257,-256,Egypt,Demotic
14498,55589,,BC 257 Nov 8,False,-257,,Egypt,Demotic
14499,55590,,BC 125 Feb 12,False,-125,,Egypt,Demotic
14500,55591,,BC 252 Aug 24,False,-252,,Elephantine (Geziret Assuan),Demotic / Greek
14501,55594,,BC 261 Sep 20?,True,-261,,Elephantine (Geziret Assuan),Demotic
14502,55595,year 19 of Ptolemaeus III ?,BC 229 Oct 19 - 228 Oct 18?,True,-229,-228,Egypt,Demotic
14503,55596,year 31 of Ptolemaeus II,BC 255 Oct 26 - 254 Oct 25,False,-255,-254,Elephantine (Geziret Assuan),Demotic
14504,55597,year 25 of Ptolemaeus II,BC 261 Oct 27 - 260 Oct 26?,True,-261,-260,Egypt,Demotic
14505,55598,3rd century BC,BC 299 - 200,False,-299,-200,Egypt,Demotic
14506,55599,,BC 254 Jul 20,False,-254,,Egypt,Demotic
14507,55600,,BC 244 May 1?,True,-244,,Egypt,Demotic
