,TM Number,Period,Date String,Uncertain,Date (Start),Date (End),Provenance,Language
0,100024,Ptolemaic period,BC 332 - 30,False,-332,-30,Egypt,Demotic
1,100028,Ptolemaic period,BC 332 - 30,False,-332,-30,Pathyris (Gebelein),Demotic
2,100029,,BC 90 Jun 12 - Jul 11,False,-90,,Pathyris (Gebelein),Demotic
3,100030,,BC 255 Oct 20,False,-255,,Elephantine (Geziret Assuan),Demotic
4,100031,,BC 100 Sep 11,False,-100,,Pathyris (Gebelein),Demotic
5,100033,,BC 199 - 88,False,-199,-88,Pathyris (Gebelein),Demotic
6,100034,,BC 102 Aug 15?,True,-102,,Pathyris (Gebelein),Demotic
7,100037,,BC 332 - 210,False,-332,-210,Elephantine (Geziret Assuan),Demotic
8,100038,,BC 275 - 210,False,-275,-210,Memnoneia - Djeme (Thebes west),Demotic
9,100039,,BC 227 Jun 3,False,-227,,Elephantine (Geziret Assuan),Demotic
10,100040,,BC 108 Aug 4,False,-108,,Pathyris (Gebelein),Demotic
11,100043,,BC 332 - 240?,True,-332,-240,Egypt,Demotic
12,100044,Ptolemaic period,BC 332 - 30,False,-332,-30,Thebes,Demotic
13,100045,Ptolemaic period,BC 332 - 30,False,-332,-30,Thebes,Demotic
14,100046,Ptolemaic period,BC 332 - 30,False,-332,-30,Thebes,Demotic
15,100047,Ptolemaic period,BC 332 - 30,False,-332,-30,Thebes,Demotic
16,100048,late 2nd - early 3rd century AD,AD 175 - 225,False,175,225,Narmouthis (Medinet Madi),Demotic / Greek
17,100049,late 2nd - early 3rd century AD,AD 175 - 225,False,175,225,Narmouthis (Medinet Madi),Demotic / Greek
18,100050,late 2nd - early 3rd century AD,AD 175 - 225,False,175,225,Narmouthis (Medinet Madi),Demotic / Greek
19,100051,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Abydos,Demotic
20,100052,Ptolemaic period - Roman period,BC 332 - AD 284,False,-332,284,Dios Polis (Thebes east),Demotic / Greek?
21,100053,Ptolemaic period - Roman period,BC 332 - AD 284,False,-332,284,Egypt,Demotic / Greek?
22,100054,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Egypt,Demotic
23,100055,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Dios Polis (Thebes east),Demotic
24,100059,year 39 of Ptolemaeus VIII,BC 132 Sep 25 - 131 Sep 24,False,-132,-131,Apollonopolis (Edfu),Demotic
25,100106,consulate of Imp. Caesar L. Domitius Aurelianus Augustus and Pomponius Bassus II ?,AD 271?,True,271,,Memnoneia - Djeme (Thebes west),Demotic
26,100116,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Dios Polis (Tell el-Balamun),Demotic
27,100131,,BC 184 Feb 24?,True,-184,,Philadelpheia (Gharabet el-Gerza),Demotic
28,100132,,BC 234 Nov 20?,True,-234,,Magais,Demotic / Greek
29,100178,,BC 122 Oct 22 - Nov 20,False,-122,,Pathyris (Gebelein),Demotic
30,100179,,BC 150 - 30,False,-150,-30,Pathyris (Gebelein),Demotic
31,100180,,BC 150 - 30,False,-150,-30,Pathyris (Gebelein),Demotic
32,100181,,BC 150 - 30,False,-150,-30,Pathyris (Gebelein),Demotic
33,100182,,BC 150 - 30,False,-150,-30,Pathyris (Gebelein),Demotic
34,100183,,BC 150 - 30,False,-150,-30,Pathyris (Gebelein),Demotic
35,100184,,BC 150 - 30,False,-150,-30,Pathyris (Gebelein),Demotic
36,100185,,BC 150 - 30,False,-150,-30,Pathyris (Gebelein),Demotic
37,100203,first half 1st century AD,AD 1 - 50,False,1,50,Soknopaiou Nesos (Dimeh),Demotic
38,100205,,BC 664 - 332,False,-664,-332,Hermopolis (El-Ashmunein),Demotic
39,100206,,BC 664 - 332,False,-664,-332,Hermopolis (El-Ashmunein),Demotic
40,100207,second half 3rd century AD,AD 250 - 299,False,250,299,Thebes,Demotic
41,100209,,BC 305 - 200?,True,-305,-200,Abydos,Demotic
42,100210,Ptolemaic period,BC 332 - 30,False,-332,-30,Abydos,Demotic
43,100212,,BC 664 - 332,False,-664,-332,Gebel Abu Foda,Demotic?
44,100225,3rd century BC ?,BC 299 - 200?,True,-299,-200,Memnoneia - Djeme (Thebes west),Demotic
45,100226,,AD 71 Jun 20,False,71,,Soknopaiou Nesos (Dimeh),Demotic
46,100227,,AD 85 Oct 28 - Nov 26,False,85,,Soknopaiou Nesos (Dimeh),Demotic
47,100228,,AD 88 Apr 26 - May 25,False,88,,Soknopaiou Nesos (Dimeh),Demotic
48,100229,,AD 91 Dec 28 - 92 Jan 27,False,91,92,Soknopaiou Nesos (Dimeh),Demotic
49,100230,,AD 108 Jul 31,False,108,,Soknopaiou Nesos (Dimeh),Demotic
50,100231,,AD 130 Aug 29 - 131 Aug 28,False,130,131,Soknopaiou Nesos (Dimeh),Demotic
51,100232,,AD 135 Dec 23,False,135,,Soknopaiou Nesos (Dimeh),Demotic
52,100233,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
53,100234,,AD 112 Feb 2,False,112,,Soknopaiou Nesos (Dimeh),Demotic
54,100235,,AD 106 Apr 15,False,106,,Soknopaiou Nesos (Dimeh),Demotic
55,100237,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
56,100238,,AD 81 - 96,False,81,96,Soknopaiou Nesos (Dimeh),Demotic
57,100239,,AD 108 Jan 19,False,108,,Soknopaiou Nesos (Dimeh),Demotic
58,100240,,AD 62 Aug 29 - Sep 27,False,62,,Soknopaiou Nesos (Dimeh),Demotic
59,100241,,AD 63 Jun 25 - Aug 23,False,63,,Soknopaiou Nesos (Dimeh),Demotic
60,100242,,AD 61 - 63?,True,61,63,Soknopaiou Nesos (Dimeh),Demotic
61,100243,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
62,100244,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
63,100245,,AD 35 Sep 8?,True,35,,Soknopaiou Nesos (Dimeh),Demotic
64,100246,,AD 14 - 54,False,14,54,Soknopaiou Nesos (Dimeh),Demotic
65,100247,year 7 of Trajanus,AD 103 Aug 30 - 104 Aug 28,False,103,104,Soknopaiou Nesos (Dimeh),Demotic
66,100248,,AD 143 Aug 6?,True,143,,Soknopaiou Nesos (Dimeh),Demotic
67,100249,,AD 146 Sep 28 - Oct 27,False,146,,Soknopaiou Nesos (Dimeh),Demotic
68,100250,,AD 90 Dec 7 - 15?,True,90,15,Soknopaiou Nesos (Dimeh),Demotic
69,100251,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
70,100252,,AD 98 - 138?,True,98,138,Soknopaiou Nesos (Dimeh),Demotic
71,100253,,AD 138 Aug 29 - Dec 26,False,138,,Soknopaiou Nesos (Dimeh),Demotic
72,100254,,AD 161 - 169?,True,161,169,Soknopaiou Nesos (Dimeh),Demotic
73,100255,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
74,100256,,BC 25 Sep 23,False,-25,,Soknopaiou Nesos (Dimeh),Demotic
75,100257,,BC 12 Apr 26,False,-12,,Soknopaiou Nesos (Dimeh),Demotic
76,100258,,AD 57 Jul 14,False,57,,Soknopaiou Nesos (Dimeh),Demotic
77,100259,,AD 69 Feb 4,False,69,,Soknopaiou Nesos (Dimeh),Demotic
78,100260,,AD 90 Jun 12,False,90,,Soknopaiou Nesos (Dimeh),Demotic
79,100261,,AD 91 Jul 12,False,91,,Soknopaiou Nesos (Dimeh),Demotic
80,100262,,AD 81 - 117,False,81,117,Soknopaiou Nesos (Dimeh),Demotic
81,100263,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
82,100264,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
83,100265,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
84,100266,,AD 98 - 117,False,98,117,Soknopaiou Nesos (Dimeh),Demotic
85,100267,,BC 11 Sep 25,False,-11,,Soknopaiou Nesos (Dimeh),Demotic / Greek
86,100269,,BC 7 Dec 31,False,-7,,Soknopaiou Nesos (Dimeh),Demotic / Greek
87,100270,year 25 of Augustus,BC 6 Aug 30 - 5 Aug 28,False,-6,-5,Soknopaiou Nesos (Dimeh),Demotic / Greek
88,100271,,BC 5 May 25?,True,-5,,Soknopaiou Nesos (Dimeh),Demotic / Greek
89,100273,,AD 85 Oct 8,False,85,,Soknopaiou Nesos (Dimeh),Demotic
90,100274,,AD 90 May 1,False,90,,Soknopaiou Nesos (Dimeh),Demotic / Greek
91,100275,,AD 90 Oct 7?,True,90,,Soknopaiou Nesos (Dimeh),Demotic
92,100276,,AD 138 - 161?,True,138,161,Soknopaiou Nesos (Dimeh),Demotic
93,100277,Ptolemaic period,BC 332 - 30,False,-332,-30,Theadelpheia (Batn el-Harit),Demotic
94,100278,,BC 400 - 200?,True,-400,-200,Memphis,Demotic
95,100619,2nd century BC - early 5th century AD,BC 199 - AD 425,False,-199,425,Meroe (Begrawiya),Demotic
96,100871,2nd century BC - early 5th century AD,BC 199 - AD 425,False,-199,425,Meroe (Begrawiya),Demotic
97,101141,2nd century BC - early 5th century AD,BC 199 - AD 425,False,-199,425,Atoua (Gebel Adda),Demotic / Meroitic cursive
98,101197,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Antaiopolis (Qaw el-Kebir),Demotic
99,101201,2nd century BC,BC 199 - 100,False,-199,-100,Memphis,Demotic
100,101202,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Egypt,Demotic
101,101203,mid 4th century BC,BC 375 - 325,False,-375,-325,Peiraieus,Demotic? / Greek
102,101205,,AD 4 Jun 25,False,4,,Egypt,Demotic
103,101208,mid 2nd - early 3rd century AD,AD 150 - 225,False,150,225,Narmouthis (Medinet Madi),Demotic / Greek
104,101209,mid 2nd - early 3rd century AD,AD 150 - 225,False,150,225,Narmouthis (Medinet Madi),Demotic / Greek
105,101210,mid 2nd - early 3rd century AD,AD 150 - 225,False,150,225,Narmouthis (Medinet Madi),Demotic / Greek
106,101216,Ptolemaic period,BC 332 - 30,False,-332,-30,Haueris (Hawara),Demotic
107,101219,Ptolemaic period,BC 332 - 30,False,-332,-30,Haueris (Hawara),Demotic
108,101222,Ptolemaic period,BC 332 - 30,False,-332,-30,Haueris (Hawara),Demotic
109,101227,,BC 14 Aug 12,False,-14,,Apollonopolis (Edfu),Demotic / Greek
110,101229,2nd century AD,AD 100 - 199,False,100,199,Tebtynis (Umm el-Baragat),Demotic
111,101230,,BC 13 May 20,False,-13,,Apollonopolis (Edfu),Demotic / Greek
112,101235,Ptolemaic period,BC 332 - 30,False,-332,-30,Pathyris (Gebelein),Demotic
113,101236,Ptolemaic period,BC 332 - 30,False,-332,-30,Pathyris (Gebelein),Demotic
114,101238,Ptolemaic period,BC 332 - 30,False,-332,-30,Pathyris (Gebelein),Demotic
115,101240,,BC 664 - 30,False,-664,-30,Memphis,Demotic
116,101245,,BC 247 Jan 8,False,-247,,Memphis,Demotic
117,101246,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Egypt,Demotic
118,101247,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Egypt,Demotic
119,101248,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Egypt,Demotic
120,101250,,AD 145 Jun 15,False,145,,Soknopaiou Nesos (Dimeh),Demotic
121,101253,,BC 150 - 30,False,-150,-30,Mendes (Tell el-Rub’a),Demotic / Hieroglyphic
122,101258,Ptolemaic period,BC 332 - 30,False,-332,-30,Abydos,Demotic / Hieroglyphic
123,101274,,BC 332 - 300?,True,-332,-300,Tebtynis (Umm el-Baragat),Demotic
124,101292,Ptolemaic period,BC 332 - 30,False,-332,-30,Egypt,Demotic
125,101312,1st - 2nd century AD,AD 1 - 199,False,1,199,Tebtynis (Umm el-Baragat),Demotic
126,101315,2nd century BC - early 5th century AD,BC 199 - AD 425,False,-199,425,Meroe (Begrawiya),Demotic / Meroitic cursive
127,101316,2nd century BC - early 5th century AD,BC 199 - AD 425,False,-199,425,Meroe (Begrawiya),Demotic / Meroitic cursive
128,101317,2nd century BC - early 5th century AD,BC 199 - AD 425,False,-199,425,Meroe (Begrawiya),Demotic / Meroitic cursive
129,101338,1st - 3rd century AD,AD 1 - 299,False,1,299,Tebtynis (Umm el-Baragat),Demotic / Hieratic
130,101341,1st - 3rd century AD,AD 1 - 299,False,1,299,Tebtynis (Umm el-Baragat),Demotic / Hieratic
131,101342,,BC 199 - AD 199?,True,-199,199,Tebtynis (Umm el-Baragat),Demotic
132,101343,,BC 30 - AD 299,False,-30,299,Tebtynis (Umm el-Baragat),Demotic
133,102069,,BC 78 Dec 10?,True,-78,,Polemonos Meris,Demotic / Greek
134,102070,,BC 78 Dec 5?,True,-78,,Polemonos Meris,Demotic / Greek
135,102076,second half 2nd century AD,AD 150 - 199,False,150,199,Narmouthis (Medinet Madi),Demotic / Greek
136,102116,,BC 135,False,-135,,Egypt,Demotic
137,102118,,BC 135,False,-135,,Egypt,Demotic
138,102121,year 8 of Cleopatra III and year 8 of Ptolemaeus IX ?,BC 110 Sep 20 - 109 Sep 18?,True,-110,-109,Pathyris (Gebelein),Demotic
139,102122,,BC 150 - 30,False,-150,-30,Thebes,Demotic
140,102123,,BC 150 - 30,False,-150,-30,Thebes,Demotic
141,102124,,BC 150 - 30,False,-150,-30,Pathyris (Gebelein),Demotic
142,102125,year 53 of Ptolemaeus VIII,BC 118 Sep 22 - 117 Sep 20,False,-118,-117,Pathyris (Gebelein),Demotic
143,102126,,BC 205 - 186?,True,-205,-186,Thebes,Demotic
144,102127,,BC 96 Oct 29,False,-96,,Dios Polis (Hiou),Demotic
145,102128,year 13 of Nektanebo I,BC 369 Nov 23 - 368 Nov 22,False,-369,-368,Dios Polis (Thebes east),Demotic
146,102129,,BC 664 - 332,False,-664,-332,Dios Polis (Thebes east),Demotic
147,102130,,BC 664 - 332,False,-664,-332,Dios Polis (Thebes east),Demotic
148,102131,,BC 380 - 332?,True,-380,-332,Dios Polis (Thebes east),Demotic
149,102132,,BC 664 - 332,False,-664,-332,Dios Polis (Thebes east),Demotic
150,102133,,BC 435 Nov 5 - Dec 4,False,-435,,Ain Manawir,Demotic
151,102134,,BC 426 Jun 7,False,-426,,Ain Manawir,Demotic
152,102135,,BC 450 - 380,False,-450,-380,Ain Manawir,Demotic
153,102136,,BC 450 - 380,False,-450,-380,Ain Manawir,Demotic
154,102137,,BC 133 Jan 21,False,-133,,Tentyris (Dendera),Demotic / Greek
155,102138,year 9 of Augustus ?,BC 22 Aug 30 - 21 Aug 28?,True,-22,-21,Dios Polis (Thebes east),Demotic
156,102139,year 25 of Augustus,BC 6 Aug 30 - 5 Aug 28,False,-6,-5,Memnoneia - Djeme (Thebes west),Demotic
157,102155,year 3 of Akoris (second reign) ?,BC 386 Nov 28 - 385 Nov 26?,True,-386,-385,Memphis,Demotic
158,102159,,BC 383 Oct 17,False,-383,,Memphis,Demotic
159,102162,Roman period,BC 30 - AD 284,False,-30,284,Pathyris (Gebelein),Demotic / Hieratic
160,102163,1st - 2nd century AD,AD 1 - 199,False,1,199,Egypt,Demotic
161,102164,1st - 2nd century AD,AD 1 - 199,False,1,199,Egypt,Demotic
162,102165,Roman period,BC 30 - AD 284,False,-30,284,Egypt,Demotic
163,102166,Ptolemaic period,BC 332 - 30,False,-332,-30,Egypt,Demotic
164,102187,year 6 of Psammetichus II,BC 590 Jan 18 - 589 Jan 17,False,-590,-589,Egypt,Demotic
165,102188,,BC 525 - 522,False,-525,-522,Lykopolis (Assiut),Demotic
166,102189,,BC 525 - 522,False,-525,-522,Lykopolis (Assiut),Demotic
167,102190,,BC 525 - 522,False,-525,-522,Lykopolis (Assiut),Demotic
168,102191,year 14 of Nektanebo II,BC 348 Nov 18 - 347 Nov 17,False,-348,-347,Egypt,Demotic
169,102218,Roman period,BC 30 - AD 284,False,-30,284,Terenouthis (Kom Abu Billo),Demotic?
170,102219,,BC 99 - 30,False,-99,-30,Lower Egypt,Demotic / Greek / Hieroglyphic
171,102220,1st century BC - 1st century AD,BC 99 - AD 99,False,-99,99,Imet (Tell Nebesha),Demotic
172,102221,3rd - mid 2nd century BC,BC 299 - 150,False,-299,-150,Dios Polis (Thebes east),Demotic
173,102228,2nd century AD,AD 100 - 199,False,100,199,Tebtynis (Umm el-Baragat),Demotic
174,102233,1st - 2nd century AD ?,AD 1 - 199?,True,1,199,Tebtynis (Umm el-Baragat),Demotic
175,102234,2nd century AD,AD 100 - 199,False,100,199,Tebtynis (Umm el-Baragat),Demotic
176,102236,1st - 2nd century AD,AD 1 - 199,False,1,199,Egypt,Demotic
177,102243,late 3rd - 2nd century BC,BC 225 - 100,False,-225,-100,Egypt,Demotic / Greek
178,102267,2nd century BC,BC 199 - 100,False,-199,-100,Arsinoites (Fayum),Demotic
179,103195,1st - 2nd century AD,AD 1 - 199,False,1,199,Alexandria,Demotic / Greek
180,104115,Ptolemaic period,BC 332 - 30,False,-332,-30,Menuf,Demotic / Greek
181,105721,Ptolemaic period - Roman period,BC 332 - AD 284,False,-332,284,Egypt,Demotic
182,105731,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
183,105736,,BC 332 - 200,False,-332,-200,Egypt,Demotic
184,105737,Dynasty 26 (Saite),BC 664 - 525,False,-664,-525,Elephantine (Geziret Assuan),Demotic / Hieratic
185,105741,1st - 2nd century AD,AD 1 - 199,False,1,199,Tanis (San el-Hagar),Demotic
186,105744,1st century AD,AD 1 - 99,False,1,99,Soknopaiou Nesos (Dimeh),Demotic
187,105745,1st - 2nd century AD,AD 1 - 199,False,1,199,Soknopaiou Nesos (Dimeh),Demotic
188,105752,Ptolemaic period - Roman period,BC 332 - AD 284,False,-332,284,Egypt,Demotic? or Hieratic?
189,105758,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Egypt,Demotic
190,105759,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Egypt,Demotic
191,105760,6th - 5th century BC,BC 599 - 400,False,-599,-400,Egypt,Demotic
192,105767,,AD 114 Apr 2,False,114,,Arsinoites (Fayum),Demotic
193,105770,,BC 528,False,-528,,Memphis,Demotic
194,105771,Ptolemaic period,BC 332 - 30,False,-332,-30,Egypt,Demotic
195,105784,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
196,105785,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
197,105786,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
198,105787,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
199,105788,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
200,105789,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
201,105790,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
202,105791,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
203,105792,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
204,105824,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
205,105825,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
206,105826,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
207,105827,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
208,105828,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
209,105829,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
210,105830,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
211,105831,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
212,105832,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
213,105833,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
214,105834,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
215,105835,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
216,105836,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
217,105837,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
218,105838,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
219,105839,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
220,105840,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
221,105841,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
222,105842,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
223,105843,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
224,105844,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
225,105845,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
226,105846,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
227,105847,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
228,105848,Roman period,BC 30 - AD 284,False,-30,284,Sohag,Demotic
229,105867,first half 2nd century AD ?,AD 100 - 150?,True,100,150,Egypt,Demotic
230,105977,,BC 664 - 30,False,-664,-30,Delta,Demotic
231,106,,BC 99 Aug 7,False,-99,,Pathyris (Gebelein),Demotic / Greek
232,107245,,BC 238 Mar 7,False,-238,,Boubastos (Tell Basta),Demotic / Greek / Hieroglyphic
233,107250,,BC 135,False,-135,,Philadelpheia (Gharabet el-Gerza),Demotic
234,107251,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memphis,Demotic
235,107269,,BC 664 - 332,False,-664,-332,Abydos,Demotic
236,107279,,BC 664 - AD 248,False,-664,248,Elephantine (Geziret Assuan),Demotic
237,107282,first half 2nd century AD,AD 100 - 150,False,100,150,Tebtynis (Umm el-Baragat),Demotic
238,107283,2nd century AD,AD 100 - 199,False,100,199,Arsinoites (Fayum),Demotic
239,107289,Roman period,BC 30 - AD 284,False,-30,284,Abydos,Demotic
240,107324,,BC 232 Jul 13,False,-232,,Ghoran,Demotic
241,107367,5th - 4th century BC,BC 499 - 300,False,-499,-300,Memphis,Aramaic / Demotic
242,107404,1st century BC,BC 99 - 1,False,-99,-1,Tebtynis (Umm el-Baragat),Demotic
243,107405,1st century BC,BC 99 - 1,False,-99,-1,Tebtynis (Umm el-Baragat),Demotic
244,107407,Roman period,BC 30 - AD 284,False,-30,284,Terenouthis (Kom Abu Billo),Demotic
245,107421,,BC 238 Mar 11,False,-238,,Tebtynis (Umm el-Baragat),Demotic
246,107423,Roman period,BC 30 - AD 284,False,-30,284,Egypt,Demotic
247,107424,1st - 2nd century AD,AD 1 - 199,False,1,199,Egypt,Demotic
248,107428,,BC 664 - 30,False,-664,-30,Egypt,Demotic
249,107429,,BC 664 - 30,False,-664,-30,Egypt,Demotic
250,107557,,BC 255 Nov 26 - 254 Nov 25,False,-255,-254,Memnoneia - Djeme (Thebes west),Demotic / Greek
251,108,,BC 104 Sep 2,False,-104,,Pathyris (Gebelein),Demotic
252,108583,,AD 150 - 249,False,150,249,Oxyrynchos (Bahnasa),Demotic / Old Coptic
253,108914,mid 1st - mid 2nd century AD,AD 50 - 150,False,50,150,Soknopaiou Nesos (Dimeh),Demotic / Hieratic
254,108921,1st century AD ?,AD 1 - 99?,True,1,99,Oxyrynchos (Bahnasa),Demotic
255,108922,,AD 228 Nov 5?,True,228,,Memnoneia - Djeme (Thebes west),Demotic / Greek
256,108926,1st century BC,BC 99 - 1,False,-99,-1,Memphis,Demotic
257,108987,5th century BC,BC 499 - 400,False,-499,-400,Memphis,Aramaic / Demotic
258,108989,5th century BC,BC 499 - 400,False,-499,-400,Memphis,Aramaic / Demotic
259,108990,5th century BC,BC 499 - 400,False,-499,-400,Memphis,Aramaic / Demotic
260,108991,5th century BC,BC 499 - 400,False,-499,-400,Memphis,Aramaic / Demotic
261,108994,,BC 198 Feb 4?,True,-198,,Hermopolis (El-Ashmunein),Demotic
262,108995,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
263,108996,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
264,108997,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
265,108998,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
266,108999,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
267,109,,BC 145 Jun 25 - Jul 15,False,-145,,Krokodilopolis,Demotic / Greek
268,109000,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
269,109001,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
270,109002,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
271,109003,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
272,109004,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
273,109005,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
274,109006,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
275,109007,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
276,109008,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
277,109009,,BC 251 Jul 30,False,-251,,Hermopolis (El-Ashmunein),Demotic
278,109010,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
279,109011,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
280,109012,,BC 305 - 222,False,-305,-222,Hermopolis (El-Ashmunein),Demotic
281,109020,5th century BC,BC 499 - 400,False,-499,-400,Memphis,Aramaic / Demotic
282,109021,5th century BC,BC 499 - 400,False,-499,-400,Memphis,Demotic
283,109026,5th century BC,BC 499 - 400,False,-499,-400,Memphis,Aramaic / Demotic
284,109027,5th century BC,BC 499 - 400,False,-499,-400,Memphis,Demotic
285,109028,5th century BC,BC 499 - 400,False,-499,-400,Memphis,Aramaic / Demotic
286,109030,5th century BC,BC 499 - 400,False,-499,-400,Memphis,Aramaic / Demotic
287,109031,5th century BC,BC 499 - 400,False,-499,-400,Memphis,Demotic
288,109214,year 33 of Augustus,AD 3 Aug 30 - 4 Aug 28,False,3,4,Tebtynis (Umm el-Baragat),Demotic
289,109234,,AD 244 - 249,False,244,249,Egypt,Demotic
290,109236,,BC 589 - 404,False,-589,-404,Gebel Abu Foda,Demotic
291,109237,,BC 589 - 404,False,-589,-404,Gebel Abu Foda,Demotic
292,109238,,BC 497 Oct 21,False,-497,,Darb el-Karayib,Demotic
293,109239,5th century BC ?,BC 499 - 400?,True,-499,-400,Darb el-Karayib,Demotic
294,109240,5th century BC ?,BC 499 - 400?,True,-499,-400,Darb el-Karayib,Demotic
295,109241,,BC 332 - AD 99,False,-332,99,Egypt,Demotic
296,109242,,BC 332 - AD 99,False,-332,99,Egypt,Demotic
297,109243,,BC 332 - AD 99,False,-332,99,Egypt,Demotic
298,109244,,BC 430 Feb 7?,True,-430,,Egypt,Demotic
299,109245,,BC 299 - 30,False,-299,-30,Hermopolis (El-Ashmunein),Demotic
300,109251,,BC 399 - 393,False,-399,-393,Mendes (Tell el-Rub’a),Demotic
301,109252,,BC 399 - 393,False,-399,-393,Mendes (Tell el-Rub’a),Demotic
302,109253,,BC 399 - 393,False,-399,-393,Mendes (Tell el-Rub’a),Demotic
303,109254,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Mendes (Tell el-Rub’a),Demotic
304,109255,,BC 399 - 393,False,-399,-393,Mendes (Tell el-Rub’a),Demotic
305,109263,,BC 164,False,-164,,Soknopaiou Nesos (Dimeh),Demotic
306,109264,,BC 664 - AD 450,False,-664,450,Memnoneia - Djeme (Thebes west),Demotic
